idade,data,endereco,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
18,09/11/2005,"Trevo de Souza, 31
Vila São Rafael
00599596 Farias das Pedras / GO",Tocantins,6291.73,Ensino Médio,0,Casado,Saúde
23,22/12/2000,"Sítio Alice Correia, 1
Vila Suzana Primeira Seção
44303724 Ferreira / DF",Espírito Santo,4483.9,Ensino Médio,0,Solteiro,Comércio
42,09/09/1981,"Conjunto Porto, 50
Santa Terezinha
42100-902 Araújo / PB",Distrito Federal,6776.9,Ensino Superior,3,Casado,Comércio
75,07/11/1948,"Distrito Vicente Farias, 67
Vila Maloca
36097677 Teixeira de Almeida / AC",Minas Gerais,12750.62,Ensino Médio,2,Casado,Saúde
52,01/09/1971,"Estação de Almeida, 101
Aguas Claras
10918516 Peixoto / AM",Goiás,2604.04,Ensino Fundamental,0,Solteiro,Comércio
30,24/11/1993,"Aeroporto Davi Lucca da Mata, 3
Vila Da Ária
83106181 Cardoso da Serra / TO",Rio Grande do Norte,3070.46,Ensino Fundamental,0,Solteiro,Comércio
36,24/08/1987,"Feira Silva, 54
Marmiteiros
65308165 da Mata do Galho / PI",Rio Grande do Norte,6187.64,Ensino Médio,1,Solteiro,Tecnologia
62,21/09/1961,"Núcleo de Carvalho, 23
Biquinhas
98278-498 Melo de Minas / GO",Rio de Janeiro,9247.6,Ensino Médio,1,Casado,Indústria
23,13/05/2000,"Praça Maria Fernanda Cunha, 77
Atila De Paiva
39003-805 Monteiro do Norte / RR",Pará,5983.35,Ensino Médio,1,Casado,Comércio
69,16/06/1954,"Favela Jesus, 29
Varzea Da Palma
63847613 da Cruz / RS",Pará,4454.09,Ensino Médio,0,Casado,Educação
48,28/10/1975,"Largo Caldeira, 32
Chácara Leonina
09113455 Dias da Serra / PI",Sergipe,10704.71,Ensino Superior,4,Casado,Saúde
33,11/09/1990,"Residencial Rocha, 66
Grota
45649244 Pires da Serra / CE",Ceará,4163.37,Ensino Médio,2,Casado,Educação
87,30/06/1936,"Praça João Gabriel Rodrigues, 332
Nossa Senhora Da Conceição
23753-211 Porto / DF",Ceará,5073.81,Ensino Médio,1,Casado,Educação
63,02/04/1961,"Núcleo Alves, 37
Gutierrez
21251497 Melo de Goiás / RO",Mato Grosso,6308.38,Ensino Fundamental,3,Solteiro,Educação
39,27/12/1984,"Vila de Caldeira
Vila Aeroporto Jaraguá
18808342 Jesus / PA",Sergipe,8722.36,Ensino Médio,1,Casado,Tecnologia
43,22/12/1980,"Conjunto Rodrigues, 89
Vila Barragem Santa Lúcia
60817946 da Cunha / RO",Mato Grosso,13180.1,Ensino Superior,0,Casado,Educação
59,05/05/1964,"Passarela Mendes
Mirtes
15270809 Jesus / RR",Rondônia,3372.2,Ensino Fundamental,0,Casado,Saúde
46,09/06/1977,"Pátio Souza, 979
Santo Antônio
62603564 Porto / AP",Mato Grosso,6687.68,Ensino Médio,0,Solteiro,Educação
39,21/04/1984,"Vila de Ribeiro, 10
Barro Preto
76599156 da Paz do Sul / TO",Paraíba,5278.95,Ensino Fundamental,0,Solteiro,Educação
22,06/10/2001,"Trecho Silveira, 99
Serra
07987965 da Cunha de da Mata / MS",Tocantins,5651.74,Ensino Médio,0,Solteiro,Indústria
24,22/03/2000,"Rodovia Freitas, 624
Estoril
51662-870 da Costa dos Dourados / PR",Roraima,5566.45,Ensino Superior,1,Solteiro,Educação
60,18/08/1963,"Fazenda Levi Azevedo, 69
Mala E Cuia
83946424 da Rocha / RN",Paraná,11187.83,Pós-graduação,1,Solteiro,Indústria
47,26/07/1976,"Vale Moraes, 844
Apolonia
41276680 Duarte do Oeste / RN",Paraíba,14626.42,Ensino Superior,0,Solteiro,Indústria
21,08/05/2002,"Rua de Lima, 58
Madre Gertrudes
12811096 Costa / MG",São Paulo,10133.31,Ensino Superior,5,Casado,Saúde
25,27/06/1998,"Área Carolina Pereira
Pindorama
90665853 Araújo Alegre / PI",Rondônia,3703.3,Ensino Médio,5,Casado,Tecnologia
45,08/01/1979,"Aeroporto Martins
Vila Nossa Senhora Do Rosário
74296187 Farias Verde / PA",Pernambuco,7139.61,Ensino Médio,0,Solteiro,Comércio
19,21/06/2004,"Rodovia Cavalcanti, 58
Mariquinhas
06987770 Rodrigues dos Dourados / AC",Espírito Santo,3605.51,Ensino Médio,1,Casado,Comércio
48,09/02/1976,"Aeroporto Vieira
Bonfim
66010-825 Teixeira do Norte / MG",Rio Grande do Sul,4631.6,Ensino Fundamental,0,Solteiro,Educação
45,12/07/1978,"Conjunto de Cardoso, 13
Vila Ecológica
63769605 Pires da Praia / SC",Mato Grosso do Sul,19943.31,Ensino Superior,1,Solteiro,Tecnologia
22,07/02/2002,"Viela de Rodrigues, 91
Bonsucesso
71475-043 Teixeira / SP",Rio Grande do Sul,2667.74,Ensino Médio,2,Casado,Saúde
29,31/05/1994,"Travessa Nunes, 71
Jardim Felicidade
35965285 Mendes / SE",Tocantins,10288.02,Ensino Superior,0,Casado,Tecnologia
25,07/06/1998,"Trevo Araújo, 5
Canaa
68887-565 da Costa do Norte / MS",Minas Gerais,5674.43,Ensino Médio,0,Casado,Indústria
64,08/06/1959,"Alameda de Pires, 3
Bela Vitoria
65172403 Mendes / PB",São Paulo,10962.21,Ensino Superior,0,Casado,Educação
28,02/09/1995,"Lagoa Moraes, 90
Nossa Senhora Do Rosário
88107-843 Freitas Grande / MS",Goiás,4050.65,Ensino Fundamental,1,Casado,Comércio
20,28/10/2003,"Travessa Moreira, 6
Vila Nova Gameleira 1ª Seção
67100-052 Fogaça de Jesus / PI",Ceará,2834.13,Ensino Fundamental,1,Divorciado,Indústria
80,09/06/1943,"Conjunto Ramos, 81
Conjunto Jatoba
32643-989 Lima do Galho / BA",Amazonas,6163.27,Ensino Médio,4,Casado,Tecnologia
50,25/08/1973,"Sítio de Ribeiro, 94
Castelo
73320-907 das Neves dos Dourados / AM",Pará,5693.83,Ensino Médio,2,Casado,Saúde
63,28/09/1960,"Distrito de Costela, 27
Mala E Cuia
94995-793 da Rosa de Teixeira / TO",Amapá,16392.36,Ensino Superior,3,Casado,Tecnologia
40,27/07/1983,"Favela Ana Lívia Pires, 85
Santa Helena
17022169 da Luz Grande / MT",Mato Grosso do Sul,6995.36,Ensino Médio,1,Casado,Educação
37,25/02/1987,"Trecho de Oliveira, 125
Vila Jardim Montanhes
40913-046 da Costa da Praia / TO",Rondônia,5594.44,Ensino Superior,0,Casado,Educação
32,13/05/1991,"Rua de Fogaça, 78
Mariquinhas
23723149 Castro / PA",Paraíba,10389.37,Ensino Superior,2,Casado,Tecnologia
42,16/05/1981,"Colônia de Costela, 17
Vila Madre Gertrudes 3ª Seção
16104829 Gonçalves / SC",Mato Grosso do Sul,4404.83,Ensino Fundamental,0,Solteiro,Indústria
25,07/05/1998,"Via da Cruz
Aguas Claras
44841-391 Ferreira / SC",Amazonas,2812.63,Ensino Médio,0,Casado,Saúde
30,14/11/1993,"Vale Eduardo Azevedo, 30
Bandeirantes
92924-517 Silva Paulista / MS",Pará,5345.86,Ensino Fundamental,0,Solteiro,Tecnologia
20,09/09/2003,"Residencial Pereira, 21
Vila Jardim São José
29007911 Santos / MT",Rio de Janeiro,2446.76,Ensino Fundamental,0,Casado,Educação
35,11/07/1988,"Morro Pinto, 8
Lindéia
92653-089 Cardoso / MT",Rio de Janeiro,3022.7,Ensino Médio,1,Solteiro,Educação
67,28/05/1956,"Jardim Lucas Gabriel Ferreira
Vila De Sá
74314482 das Neves / CE",Rio Grande do Norte,7109.34,Ensino Superior,2,Divorciado,Educação
73,02/12/1950,"Largo Pereira
Tupi A
38125-462 Castro Verde / RN",Ceará,1827.09,Ensino Médio,2,Casado,Comércio
22,09/08/2001,"Sítio de Jesus
Juliana
04828921 Cavalcanti de Farias / TO",Bahia,5468.57,Ensino Médio,3,Casado,Saúde
62,20/06/1961,"Setor Fogaça, 31
Santa Helena
90247-139 Araújo da Mata / RJ",Pará,16348.26,Ensino Médio,1,Divorciado,Tecnologia
65,24/03/1959,"Campo de Silveira, 845
Satelite
09591194 Ramos / GO",Paraíba,7320.77,Ensino Médio,0,Casado,Educação
40,17/07/1983,"Loteamento Luiz Henrique Caldeira, 44
São Cristóvão
31373223 Nascimento da Praia / AC",Acre,4536.55,Ensino Médio,1,Solteiro,Tecnologia
18,08/10/2005,"Setor Nascimento
São Bento
61332634 Araújo / PI",Rondônia,4300.65,Ensino Médio,1,Casado,Educação
27,10/04/1997,"Aeroporto Silva, 57
Nova America
66244-877 Ferreira / AM",Paraíba,7643.87,Ensino Médio,3,Divorciado,Saúde
50,24/08/1973,"Largo de das Neves, 38
Leticia
03969143 Teixeira do Norte / DF",Piauí,8074.66,Ensino Médio,0,Casado,Tecnologia
38,30/12/1985,"Jardim Campos, 949
Vila Independencia 3ª Seção
70337584 Barros Grande / SE",Rio de Janeiro,7714.76,Pós-graduação,0,Casado,Educação
31,18/07/1992,"Chácara de Moraes, 26
Vila Canto Do Sabiá
11631-511 Almeida de da Rosa / SE",São Paulo,8089.12,Ensino Superior,2,Casado,Comércio
39,21/11/1984,"Avenida Ana Lívia da Rosa, 870
Parque São José
86006-279 Almeida / RR",Acre,14579.32,Pós-graduação,1,Solteiro,Saúde
35,17/07/1988,"Lagoa Nicolas Barros, 5
Grajaú
78926-702 Lopes / RO",Rondônia,4057.86,Ensino Fundamental,2,Solteiro,Comércio
33,05/12/1990,"Colônia de da Rosa, 55
Canadá
01944265 Fogaça Verde / RR",Amazonas,6589.17,Ensino Fundamental,2,Casado,Tecnologia
27,02/08/1996,"Trevo Marcela Ramos, 72
Ermelinda
34944-994 Cardoso / AC",Tocantins,4859.74,Ensino Fundamental,1,Divorciado,Tecnologia
61,03/04/1963,"Condomínio Sabrina Barros, 196
Mangueiras
98874-300 da Mota / PE",Rio de Janeiro,8160.95,Ensino Médio,1,Casado,Tecnologia
22,23/10/2001,"Núcleo de Nunes, 204
Castelo
65989-782 Duarte / AL",Acre,4042.63,Ensino Médio,1,Divorciado,Indústria
55,18/04/1968,"Colônia Pietra Almeida
Guarani
83404791 Oliveira / AC",Maranhão,4127.41,Ensino Fundamental,0,Casado,Saúde
45,26/03/1979,"Estrada Vitor Santos, 19
Conjunto Lagoa
53977609 da Rocha dos Dourados / MG",Pernambuco,6873.83,Ensino Fundamental,2,Casado,Tecnologia
48,27/01/1976,"Colônia de Souza
Coração De Jesus
50764668 Monteiro Verde / PA",Roraima,9478.01,Ensino Médio,0,Casado,Tecnologia
60,21/11/1963,"Residencial Amanda Pinto
Vila Fumec
25200340 Castro Alegre / PA",Rondônia,7443.09,Ensino Médio,1,Solteiro,Comércio
18,05/09/2005,"Distrito de Carvalho, 163
Vila Nova Paraíso
98840850 Pereira dos Dourados / RO",Mato Grosso do Sul,5791.35,Ensino Médio,3,Casado,Saúde
48,14/01/1976,"Morro Cardoso, 71
Nossa Senhora Aparecida
72122082 Santos / PR",Tocantins,3542.94,Ensino Fundamental,1,Casado,Comércio
64,08/07/1959,"Sítio Joana Rezende, 3
Piratininga
86117569 Gonçalves Paulista / TO",Goiás,7273.92,Ensino Médio,1,Divorciado,Educação
46,24/12/1977,"Vila Costa, 99
Maria Tereza
08040-755 Mendes de Nunes / RR",Mato Grosso do Sul,5569.82,Ensino Médio,0,Divorciado,Educação
47,13/04/1976,"Setor Enzo Melo, 8
Vila Jardim Leblon
83822-392 Carvalho / AC",Alagoas,10895.32,Ensino Médio,1,Casado,Tecnologia
25,22/09/1998,"Lagoa de Farias, 79
Goiania
68611-694 Fogaça de Goiás / RR",Rondônia,3460.4,Ensino Fundamental,3,Divorciado,Comércio
47,20/08/1976,"Residencial Novaes, 60
Nova Granada
49406-565 da Costa do Galho / RS",Pará,17934.51,Ensino Superior,0,Solteiro,Saúde
33,01/06/1990,"Favela Mendes, 42
Santo Agostinho
66982271 Silva do Campo / SE",Piauí,4355.75,Ensino Médio,0,Casado,Comércio
58,30/03/1966,"Viela Gomes, 368
São Bento
16067-039 Monteiro / CE",Goiás,9142.55,Ensino Superior,2,Casado,Educação
18,01/06/2005,"Aeroporto de Porto, 675
Varzea Da Palma
45983-626 Alves das Flores / ES",Mato Grosso,4205.89,Ensino Superior,0,Solteiro,Educação
37,06/01/1987,"Rodovia de Lopes, 37
Jatobá
27950-627 das Neves de Minas / MG",Rio de Janeiro,5857.56,Ensino Médio,0,Solteiro,Comércio
38,18/09/1985,"Fazenda Ana Carolina Teixeira, 21
Coqueiros
17830958 da Mota de Minas / AL",Amapá,2989.25,Ensino Fundamental,1,Divorciado,Educação
40,23/11/1983,"Via Fernandes, 85
Custodinha
86519-422 Silveira / RJ",Rio Grande do Sul,9240.83,Ensino Superior,0,Casado,Indústria
43,19/04/1980,"Sítio Fernandes, 502
Palmeiras
73119-442 Gomes / BA",Acre,9605.81,Pós-graduação,0,Divorciado,Educação
46,18/12/1977,"Ladeira Oliveira, 85
Vila São Gabriel Jacui
06929-538 Pinto de da Costa / AM",Rio de Janeiro,4568.84,Ensino Fundamental,1,Solteiro,Educação
37,06/05/1986,"Pátio Campos, 49
Flamengo
07735946 Pereira / SE",Roraima,5806.1,Ensino Médio,3,Casado,Educação
44,10/04/1980,"Trecho Aragão, 26
Indaiá
43658-316 da Paz de Moura / RS",Mato Grosso,7669.53,Ensino Superior,2,Casado,Comércio
45,13/12/1978,"Campo de da Cunha, 13
Santa Isabel
98219-632 da Paz Paulista / AL",Maranhão,5991.27,Ensino Médio,1,Solteiro,Educação
67,21/06/1956,"Trevo de Monteiro, 65
Nossa Senhora Do Rosário
31239-460 Ferreira dos Dourados / PR",Bahia,8381.67,Ensino Médio,4,Casado,Saúde
20,02/12/2003,"Distrito Almeida, 789
Colégio Batista
97158421 Carvalho das Flores / RR",Piauí,3455.06,Ensino Médio,3,Casado,Comércio
25,22/10/1998,"Largo Letícia da Cunha, 52
Nova America
69918-777 Porto Verde / ES",Ceará,3198.21,Ensino Médio,0,Casado,Indústria
45,23/04/1978,"Vila João Felipe Correia, 6
João Paulo Ii
08792028 Fogaça / AC",Paraíba,9739.86,Ensino Médio,1,Casado,Tecnologia
31,20/08/1992,"Praça Camila Novaes, 30
Cidade Jardim
66976-124 Aragão Verde / PA",Goiás,4925.69,Ensino Médio,0,Divorciado,Tecnologia
44,05/09/1979,"Lago Alexandre da Costa, 7
Vila Paquetá
64651-668 Fogaça / TO",São Paulo,4265.72,Ensino Fundamental,1,Divorciado,Tecnologia
53,09/08/1970,"Campo Cauê Barbosa, 52
Conjunto Califórnia I
01991-326 Dias / CE",Minas Gerais,10668.39,Ensino Médio,0,Casado,Tecnologia
27,23/03/1997,"Recanto Nogueira, 54
Vila Nova Cachoeirinha 3ª Seção
24988622 Souza de Fogaça / BA",Espírito Santo,9021.31,Ensino Superior,1,Casado,Educação
52,31/01/1972,"Avenida Caldeira, 7
Bandeirantes
67898658 Sales / PE",Rio de Janeiro,6358.54,Ensino Médio,0,Casado,Educação
31,26/01/1993,"Morro de Melo, 30
Comiteco
71412-882 Freitas / MG",Acre,8109.16,Ensino Superior,1,Casado,Comércio
18,25/05/2005,"Colônia de Fogaça
Atila De Paiva
79078-523 das Neves / RN",Alagoas,3503.04,Ensino Médio,1,Casado,Tecnologia
36,15/03/1988,"Lagoa de Nunes
Conjunto Providencia
35757905 Porto / RO",Ceará,3595.9,Ensino Fundamental,0,Solteiro,Educação
49,03/11/1974,"Feira de Santos, 59
Vila Minaslandia
88367-764 Costela dos Dourados / PI",Amapá,1660.53,Ensino Fundamental,0,Casado,Educação
58,09/05/1965,"Condomínio Letícia Jesus, 62
Conjunto Taquaril
92160487 Martins do Galho / PE",Tocantins,10314.54,Ensino Médio,0,Casado,Educação
22,09/02/2002,"Recanto da Cruz, 66
Ipiranga
28537-578 Fernandes / MA",Acre,6642.33,Pós-graduação,1,Solteiro,Indústria
48,24/05/1975,"Feira de Farias, 77
Esperança
57751-451 Almeida da Serra / MT",Maranhão,10916.46,Ensino Médio,1,Casado,Tecnologia
82,13/04/1941,"Chácara Azevedo, 25
Vila Boa Vista
54076450 da Conceição de Porto / PA",Minas Gerais,3890.01,Ensino Médio,0,Casado,Comércio
59,03/04/1965,"Vila João Vitor Nunes, 35
Aeroporto
16957569 Pereira / MS",Minas Gerais,17044.86,Ensino Superior,1,Casado,Saúde
21,01/07/2002,"Feira Sales, 63
Vila São Rafael
88406700 Oliveira / RS",Distrito Federal,4642.91,Ensino Médio,1,Solteiro,Indústria
64,06/07/1959,"Praça de Almeida, 971
São Lucas
09528-907 Aragão do Amparo / SC",Distrito Federal,7781.05,Ensino Superior,0,Casado,Comércio
43,08/10/1980,"Esplanada Isaac Azevedo, 89
Lagoinha
35021-473 Lopes Verde / PA",Paraná,9660.31,Ensino Médio,0,Divorciado,Tecnologia
63,28/03/1961,"Recanto de Pereira
Vila São Francisco
21672-750 Azevedo de Minas / MS",Paraíba,15017.39,Ensino Médio,0,Casado,Saúde
18,17/11/2005,"Aeroporto de Cavalcanti, 158
Flavio De Oliveira
28584-836 Costela dos Dourados / AM",Mato Grosso,4866.8,Ensino Médio,0,Casado,Comércio
50,22/01/1974,"Lago Sales, 20
Vila Nova Cachoeirinha 2ª Seção
64619925 da Rocha do Sul / ES",São Paulo,8293.57,Ensino Médio,0,Casado,Tecnologia
25,10/03/1999,"Alameda de Silva, 368
Santa Terezinha
23830-925 Rezende do Galho / AM",Santa Catarina,4239.55,Ensino Médio,0,Divorciado,Indústria
40,16/01/1984,"Rodovia de Silveira
Lagoa
17446-909 Gomes da Prata / AL",Paraíba,11615.5,Ensino Superior,1,Casado,Saúde
28,29/06/1995,"Colônia de da Rosa, 32
São Geraldo
30894884 Porto / GO",Mato Grosso do Sul,7149.44,Ensino Médio,1,Divorciado,Tecnologia
74,11/06/1949,"Aeroporto de Farias, 123
Piratininga
13255236 Farias / RS",Mato Grosso do Sul,4020.75,Ensino Médio,0,Casado,Indústria
54,08/12/1969,"Lago Paulo Barbosa, 9
Camponesa 1ª Seção
49888-379 Barros dos Dourados / SE",Maranhão,11713.48,Ensino Superior,0,Viúvo,Tecnologia
33,24/12/1990,"Rua Maysa Moura, 46
Vila Da Luz
08713842 da Conceição do Oeste / RO",Minas Gerais,11790.85,Ensino Superior,3,Casado,Tecnologia
50,28/08/1973,"Via de da Cunha, 29
Santa Isabel
01970-374 Cunha de Cavalcanti / AM",Rio Grande do Norte,7400.85,Ensino Médio,1,Casado,Saúde
56,13/10/1967,"Esplanada de da Mata, 9
Conjunto Minas Caixa
90584281 Silva de Santos / MA",Ceará,4125.89,Ensino Médio,0,Solteiro,Educação
30,18/05/1993,"Campo Maria Sophia Ribeiro, 6
Vila Nova Cachoeirinha 2ª Seção
19722520 da Mata / MT",Rio Grande do Norte,3948.62,Ensino Superior,1,Solteiro,Educação
50,27/01/1974,"Lago de Dias, 933
Horto
85397359 Barbosa dos Dourados / RR",Maranhão,13086.89,Ensino Médio,0,Casado,Tecnologia
89,04/11/1934,"Chácara de Peixoto, 76
Vila Nova Dos Milionarios
83478053 da Conceição de Sales / MT",Amazonas,5963.49,Ensino Fundamental,0,Casado,Indústria
50,29/04/1973,"Fazenda de Porto, 47
Palmares
02427385 Campos dos Dourados / BA",Rio Grande do Sul,3490.53,Ensino Fundamental,1,Solteiro,Indústria
20,07/07/2003,"Recanto Davi Luiz Martins, 652
Mala E Cuia
65686-322 da Costa Paulista / RJ",Maranhão,11535.09,Pós-graduação,0,Casado,Indústria
63,11/07/1960,"Aeroporto de Moura, 63
Novo São Lucas
91339132 Costela / SC",Amapá,12593.65,Ensino Superior,0,Divorciado,Comércio
41,27/04/1982,"Residencial de Moura, 92
Europa
71965-023 Porto do Galho / PE",Paraíba,4454.18,Ensino Médio,1,Casado,Saúde
37,16/02/1987,"Avenida de Aragão, 37
Dom Cabral
63680-991 da Mata de Oliveira / MT",Rio de Janeiro,8718.2,Ensino Médio,5,Divorciado,Tecnologia
58,16/03/1966,"Campo de Cunha
Ouro Preto
90478-235 da Mota / RS",Acre,11887.53,Pós-graduação,0,Casado,Saúde
52,17/03/1972,"Aeroporto Danilo Azevedo, 84
Nova America
44005616 da Luz / DF",Espírito Santo,6640.03,Ensino Médio,3,Casado,Educação
27,04/10/1996,"Rodovia de Teixeira, 612
Vila São Gabriel Jacui
79362-675 Santos / AM",Goiás,1819.85,Ensino Fundamental,0,Casado,Indústria
54,21/03/1970,"Campo Caldeira
São Sebastião
50659229 Almeida de Minas / AL",Ceará,2518.95,Ensino Fundamental,3,Casado,Educação
50,23/11/1973,"Condomínio Azevedo, 22
Alto Caiçaras
49951366 das Neves / ES",Espírito Santo,6242.85,Ensino Fundamental,0,Casado,Comércio
31,18/10/1992,"Alameda de Nascimento, 4
Vila Calafate
36587358 Porto / MS",Piauí,7821.44,Ensino Médio,3,Solteiro,Saúde
25,07/01/1999,"Condomínio de Martins, 84
Maria Helena
18691-014 Pires da Prata / DF",Ceará,5522.87,Ensino Médio,3,Casado,Educação
19,29/09/2004,"Campo Fogaça, 66
Vila São Geraldo
09221-568 Costa das Pedras / MS",Paraíba,3170.15,Ensino Fundamental,0,Casado,Tecnologia
41,06/03/1983,"Colônia Caroline Fogaça, 87
Cidade Jardim Taquaril
66163796 Cunha / PR",Rio de Janeiro,5003.73,Ensino Médio,0,Casado,Indústria
39,26/12/1984,"Setor de Ramos, 2
Vila Paris
14278-858 Nogueira / SC",Bahia,11176.33,Ensino Superior,1,Casado,Tecnologia
41,27/11/1982,"Trevo Caldeira, 93
Coqueiros
56038807 da Mota / TO",Minas Gerais,7081.68,Ensino Médio,1,Casado,Indústria
30,08/01/1994,"Travessa de Correia, 386
Jardinópolis
87427-253 Oliveira Grande / MG",Rio de Janeiro,5471.49,Ensino Superior,1,Casado,Saúde
33,21/12/1990,"Esplanada de Dias, 60
São Cristóvão
16399038 Dias da Serra / PR",Acre,7538.93,Ensino Superior,0,Casado,Comércio
23,15/11/2000,"Praia de Sales, 16
Vila São Gabriel Jacui
08143741 Barros Paulista / RN",Maranhão,1830.53,Ensino Fundamental,4,Casado,Educação
18,30/03/2006,"Chácara Amanda Barros, 65
Jardim Guanabara
82232-535 Moreira / RJ",Pará,2605.73,Ensino Médio,3,Solteiro,Saúde
55,31/12/1968,"Estação Moura, 41
Carmo
61232325 Viana das Pedras / PA",Mato Grosso,15866.71,Pós-graduação,1,Casado,Comércio
59,12/11/1964,"Distrito Valentina Duarte, 58
Guaratã
48652592 Araújo de Minas / BA",Paraíba,4861.3,Ensino Médio,2,Casado,Educação
58,22/08/1965,"Loteamento de Costela, 46
Vila Santo Antônio Barroquinha
84248-965 Ferreira / RJ",Pará,8069.93,Ensino Médio,1,Casado,Indústria
63,10/09/1960,"Favela Noah Pereira, 734
Vila Santo Antônio Barroquinha
05903143 Nogueira / SC",Rio Grande do Norte,12034.89,Ensino Médio,2,Divorciado,Comércio
20,27/10/2003,"Distrito da Costa
Vila Nova Dos Milionarios
41046-152 Alves / RN",Ceará,3375.7,Ensino Médio,2,Casado,Tecnologia
28,20/09/1995,"Colônia Luiza Ferreira, 4
Vila Mantiqueira
74131-934 Caldeira de Mendes / AP",Minas Gerais,5602.86,Ensino Médio,1,Casado,Saúde
59,18/01/1965,"Lago de Cardoso, 24
Vila Madre Gertrudes 4ª Seção
91354-370 Alves Verde / AC",Paraíba,9735.84,Ensino Superior,1,Casado,Comércio
41,02/05/1982,"Praça Ana Vitória Porto, 66
Santa Isabel
48684816 Dias / RJ",Santa Catarina,2630.75,Ensino Fundamental,2,Casado,Saúde
30,25/08/1993,"Praia Azevedo, 55
Ouro Minas
35215-410 Rocha Grande / TO",Amapá,6756.07,Ensino Médio,1,Casado,Saúde
35,14/06/1988,"Esplanada Correia, 541
Estrela
01431480 Cunha / MT",Goiás,5932.33,Ensino Médio,1,Casado,Indústria
65,23/05/1958,"Ladeira Luana Ferreira, 2
Urca
88759-183 da Luz de Costa / PE",Bahia,23813.38,Pós-graduação,0,Casado,Tecnologia
63,14/06/1960,"Estação de Aragão, 402
Acaba Mundo
39824728 Souza / MT",Paraíba,9115.16,Pós-graduação,1,Casado,Indústria
63,02/04/1961,"Lago Brenda Martins, 9
Zilah Sposito
34597-462 Cunha dos Dourados / RR",Alagoas,3293.53,Ensino Fundamental,3,Solteiro,Saúde
74,25/09/1949,"Colônia Manuela da Conceição, 4
Vera Cruz
55588566 da Mata da Serra / AP",Goiás,10839.33,Ensino Médio,1,Casado,Saúde
48,15/07/1975,"Alameda Ana Julia Fogaça, 79
Vila Formosa
02504577 Martins / AP",Santa Catarina,7772.32,Ensino Médio,0,Divorciado,Tecnologia
59,22/09/1964,"Praia Raul Oliveira, 52
Camargos
25424338 da Rocha / ES",Paraná,13681.9,Ensino Superior,0,Solteiro,Tecnologia
35,15/12/1988,"Campo Ana Vitória Melo, 887
Inconfidência
34518-524 Dias / PB",Tocantins,10262.7,Ensino Superior,1,Casado,Indústria
47,19/09/1976,"Viaduto Oliveira, 67
Castelo
87465-911 Duarte / BA",Piauí,12103.68,Ensino Superior,1,Casado,Tecnologia
28,08/08/1995,"Passarela de Cunha, 46
Monte Azul
52762143 Teixeira Verde / AC",Acre,3353.55,Ensino Fundamental,3,Solteiro,Saúde
29,08/04/1995,"Sítio Pedro Gomes, 301
São Jorge 2ª Seção
18279-711 Barros do Galho / PE",Pará,9975.88,Ensino Superior,3,Casado,Saúde
25,30/09/1998,"Lagoa Mariana Caldeira
Vila Madre Gertrudes 1ª Seção
98126-798 Dias do Sul / PI",Bahia,3581.03,Ensino Médio,0,Casado,Educação
55,19/03/1969,"Campo de Silva, 80
Vila Barragem Santa Lúcia
74520-082 Viana / CE",Minas Gerais,5005.15,Ensino Médio,1,Solteiro,Indústria
36,17/09/1987,"Esplanada de Barbosa, 34
Maravilha
33977827 Nascimento do Galho / RS",Amapá,4083.08,Ensino Fundamental,1,Solteiro,Indústria
33,09/11/1990,"Condomínio Pires, 45
São Sebastião
59622005 Jesus de Fernandes / MG",Mato Grosso,6269.47,Ensino Médio,1,Casado,Indústria
27,16/06/1996,"Rua de Peixoto, 58
Alípio De Melo
25248390 Gonçalves de Goiás / BA",Espírito Santo,7276.37,Ensino Superior,0,Divorciado,Educação
33,11/12/1990,"Viaduto de Pires, 496
Nazare
60229726 Silva / BA",Bahia,6729.55,Ensino Médio,3,Casado,Saúde
58,22/08/1965,"Avenida da Cruz
São José
21892322 da Mata Paulista / ES",Piauí,3568.77,Ensino Médio,3,Solteiro,Tecnologia
27,15/05/1996,"Fazenda de Dias, 15
Primeiro De Maio
92897-186 Pires / AP",Bahia,8207.46,Ensino Superior,0,Casado,Tecnologia
39,04/07/1984,"Estrada Maria Clara Azevedo
Aparecida 7ª Seção
40959-043 Freitas / BA",Ceará,3905.28,Ensino Fundamental,3,Casado,Saúde
38,26/11/1985,"Recanto de Farias, 20
Centro
27302-271 Novaes / ES",Pernambuco,7157.94,Ensino Superior,0,Viúvo,Educação
55,06/02/1969,"Jardim Silveira, 59
Calafate
37705495 Fogaça do Galho / GO",Piauí,3033.31,Ensino Fundamental,1,Solteiro,Comércio
35,28/10/1988,"Colônia Lucas Gabriel Lima, 8
Manacas
69116-371 Teixeira de Ferreira / PA",Mato Grosso do Sul,4980.14,Ensino Médio,0,Divorciado,Educação
60,15/11/1963,"Praia de Peixoto, 5
Custodinha
87462-890 Gomes de Silva / AP",Mato Grosso,13723.12,Ensino Médio,0,Solteiro,Saúde
45,31/12/1978,"Jardim Sophia Silva
Vila Piratininga
97822188 Nogueira / DF",Paraná,5197.16,Ensino Médio,0,Casado,Educação
56,10/07/1967,"Avenida de Campos, 75
Paquetá
97062671 Moura / GO",Sergipe,5791.2,Ensino Médio,0,Casado,Saúde
